ampl.tab 1 7
LIN	status	snd_bus	rec_bus	X	V	Pmax	install_cost
37044_37244	installed	37044	37244	0.009200	138	445	0
37044_37046	installed	37044	37046	0.007900	138	317	0
37045_37245	installed	37045	37245	0.008900	138	445	0
37045_37047	installed	37045	37047	0.007800	138	317	0
37051_37171	installed	37051	37171	0.065000	138	184	0
37054_37276	installed	37054	37276	0.030470	138	261	0
37055_37277	installed	37055	37277	0.031900	138	358	0
37062_37064	installed	37062	37064	0.000700	138	460	0
37063_37065	installed	37063	37065	0.000700	138	460	0
37064_37065	installed	37064	37065	0.000150	138	10000	0
37074_37190	installed	37074	37190	0.005300	138	270	0
37074_37188	installed	37074	37188	0.006100	138	80	0
37074_37072	installed	37074	37072	0.017900	138	404	0
37075_37191	installed	37075	37191	0.005060	138	270	0
37075_37189	installed	37075	37189	0.006200	138	80	0
37075_37073	installed	37075	37073	0.013800	138	387	0
37076_37170	installed	37076	37170	0.013200	138	386	0
37076_37078	installed	37076	37078	0.007700	138	186	0
37078_37079	installed	37078	37079	0.000150	138	10000	0
37079_37171	installed	37079	37171	0.010300	138	154	0
37080_37164	installed	37080	37164	0.006880	138	270	0
37082_37382	installed	37082	37382	0.014200	138	181	0
37083_37383	installed	37083	37383	0.014500	138	181	0
37088_37372	installed	37088	37372	0.012300	138	261	0
37089_37373	installed	37089	37373	0.012810	138	261	0
37096_37292	installed	37096	37292	0.009200	138	445	0
37097_37293	installed	37097	37293	0.009200	138	430	0
37100_37162	installed	37100	37162	0.013820	138	390	0
37101_37163	installed	37101	37163	0.013820	138	390	0
37104_37333	installed	37104	37333	0.038900	138	145	0
37106_37198	installed	37106	37198	0.015600	138	430	0
37106_37332	installed	37106	37332	0.027580	138	430	0
37106_37108	installed	37106	37108	0.003400	138	316	0
37107_37253	installed	37107	37253	0.042060	138	445	0
37107_37199	installed	37107	37199	0.015600	138	345	0
37107_37109	installed	37107	37109	0.003300	138	316	0
37111_37365	installed	37111	37365	0.034300	138	260	0
37114_37116	installed	37114	37116	0.022300	138	317	0
37118_37378	installed	37118	37378	0.016480	138	261	0
37118_37119	installed	37118	37119	0.000150	138	10000	0
37126_37296	installed	37126	37296	0.005000	138	445	0
37127_37297	installed	37127	37297	0.005000	138	445	0
37136_37138	installed	37136	37138	0.001400	138	445	0
37136_37137	installed	37136	37137	0.000150	138	10000	0
37137_37139	installed	37137	37139	0.001300	138	445	0
37138_37356	installed	37138	37356	0.008400	138	445	0
37139_37357	installed	37139	37357	0.008100	138	445	0
37140_37630	installed	37140	37630	0.204000	138	10000	0
37141_37631	installed	37141	37631	0.204000	138	10000	0
37148_37262	installed	37148	37262	0.011600	138	445	0
37148_37150	installed	37148	37150	0.000840	138	261	0
37149_37287	installed	37149	37287	0.001880	138	430	0
37149_37263	installed	37149	37263	0.013000	138	445	0
37149_37151	installed	37149	37151	0.000800	138	221	0
37152_37154	installed	37152	37154	0.000700	138	181	0
37153_37155	installed	37153	37155	0.000800	138	181	0
37160_37161	installed	37160	37161	0.000150	138	10000	0
37160_37158	installed	37160	37158	0.011400	138	260	0
37160_36005	installed	37160	36005	0.021000	138	254	0
37161_36012	installed	37161	36012	0.007200	138	254	0
37161_36006	installed	37161	36006	0.010000	138	254	0
37166_37344	installed	37166	37344	0.037020	138	260	0
37166_37168	installed	37166	37168	0.047450	138	181	0
37166_37167	installed	37166	37167	0.004980	138	260	0
37167_37169	installed	37167	37169	0.023200	138	181	0
37168_37169	installed	37168	37169	0.000010	138	10000	0
37170_37171	installed	37170	37171	0.000150	138	230	0
37176_37222	installed	37176	37222	0.011500	138	317	0
37176_37220	installed	37176	37220	0.010200	138	317	0
37177_37223	installed	37177	37223	0.011400	138	317	0
37177_37221	installed	37177	37221	0.010300	138	317	0
37178_37364	installed	37178	37364	0.006070	138	509	0
37179_37365	installed	37179	37365	0.006150	138	509	0
37180_37332	installed	37180	37332	0.028810	138	430	0
37180_37182	installed	37180	37182	0.011800	138	261	0
37181_37333	installed	37181	37333	0.025900	138	406	0
37181_37183	installed	37181	37183	0.011800	138	261	0
37183_37499	installed	37183	37499	0.138300	138	78	0
37186_37190	installed	37186	37190	0.003500	138	80	0
37187_37191	installed	37187	37191	0.003600	138	80	0
37194_37370	installed	37194	37370	0.011300	138	225	0
37195_37371	installed	37195	37371	0.012900	138	300	0
37198_36089	installed	37198	36089	0.133300	138	111	0
37198_37596	installed	37198	37596	0.000200	138	260	0
37198_37620	installed	37198	37620	0.002100	138	10000	0
37198_37199	installed	37198	37199	0.000150	138	10000	0
37199_36088	installed	37199	36088	0.134700	138	111	0
37199_37621	installed	37199	37621	0.002100	138	10000	0
37200_37202	installed	37200	37202	0.015200	138	316	0
37201_37204	installed	37201	37204	0.015700	138	316	0
37210_37211	installed	37210	37211	0.000100	138	10000	0
37211_37318	installed	37211	37318	0.060780	138	445	0
37222_37388	installed	37222	37388	0.000100	138	358	0
37223_37389	installed	37223	37389	0.000100	138	358	0
37224_37282	installed	37224	37282	0.001200	138	60	0
37225_37283	installed	37225	37283	0.001200	138	60	0
37226_37282	installed	37226	37282	0.001200	138	60	0
37227_37283	installed	37227	37283	0.001300	138	60	0
37230_37370	installed	37230	37370	0.046070	138	445	0
37230_37231	installed	37230	37231	0.000150	138	10000	0
37231_37371	installed	37231	37371	0.046610	138	300	0
37232_37244	installed	37232	37244	0.007500	138	445	0
37232_37234	installed	37232	37234	0.006600	138	390	0
37233_37245	installed	37233	37245	0.007050	138	445	0
37233_37243	installed	37233	37243	0.006900	138	430	0
37234_37240	installed	37234	37240	0.000500	138	390	0
37234_37238	installed	37234	37238	0.000300	138	317	0
37235_37241	installed	37235	37241	0.000500	138	261	0
37235_37239	installed	37235	37239	0.000300	138	317	0
37235_37237	installed	37235	37237	0.006600	138	390	0
37236_37244	installed	37236	37244	0.007300	138	445	0
37236_37242	installed	37236	37242	0.007000	138	430	0
37237_37245	installed	37237	37245	0.007500	138	440	0
37254_37644	installed	37254	37644	0.001630	138	10000	0
37254_37255	installed	37254	37255	0.000100	138	430	0
37255_37645	installed	37255	37645	0.001630	138	10000	0
37256_37258	installed	37256	37258	0.003200	138	270	0
37257_37259	installed	37257	37259	0.003200	138	270	0
37260_37316	installed	37260	37316	0.012560	138	245	0
37261_37317	installed	37261	37317	0.015010	138	245	0
37262_37260	installed	37262	37260	0.015600	138	287	0
37263_37554	installed	37263	37554	0.027050	138	10000	0
37263_37261	installed	37263	37261	0.015600	138	287	0
37267_37269	installed	37267	37269	0.000150	138	62	0
37280_37388	installed	37280	37388	0.003200	138	185	0
37281_37389	installed	37281	37389	0.003200	138	185	0
37282_36075	installed	37282	36075	0.003000	138	480	0
37282_37308	installed	37282	37308	0.008200	138	425	0
37282_37283	installed	37282	37283	0.000150	138	10000	0
37283_36074	installed	37283	36074	0.002900	138	480	0
37283_37317	installed	37283	37317	0.013000	138	245	0
37288_37290	installed	37288	37290	0.001800	138	260	0
37289_37291	installed	37289	37291	0.001800	138	260	0
37290_37364	installed	37290	37364	0.017000	138	290	0
37291_37365	installed	37291	37365	0.016900	138	394	0
37292_37294	installed	37292	37294	0.015900	138	260	0
37293_37295	installed	37293	37295	0.015600	138	260	0
37296_37608	installed	37296	37608	0.006340	138	423	0
37296_37297	installed	37296	37297	0.000150	138	445	0
37297_37609	installed	37297	37609	0.005900	138	423	0
37300_37362	installed	37300	37362	0.022600	138	260	0
37300_37302	installed	37300	37302	0.004800	138	181	0
37301_37365	installed	37301	37365	0.002080	138	390	0
37301_37303	installed	37301	37303	0.002600	138	181	0
37302_37306	installed	37302	37306	0.004600	138	181	0
37302_37304	installed	37302	37304	0.000400	138	181	0
37303_37307	installed	37303	37307	0.005000	138	181	0
37303_37305	installed	37303	37305	0.000500	138	181	0
37308_37316	installed	37308	37316	0.002800	138	231	0
37316_37317	installed	37316	37317	0.000150	138	10000	0
37318_37340	installed	37318	37340	0.000010	138	215	0
37326_37590	installed	37326	37590	0.000150	138	10000	0
37326_37557	installed	37326	37557	0.030960	138	10000	0
37326_37555	installed	37326	37555	0.094070	138	10000	0
37326_37384	installed	37326	37384	0.049400	138	260	0
37326_37327	installed	37326	37327	0.000200	138	10000	0
37327_37556	installed	37327	37556	0.028880	138	10000	0
37327_37555	installed	37327	37555	0.094070	138	10000	0
37328_37338	installed	37328	37338	0.025900	138	445	0
37328_37329	installed	37328	37329	0.000150	138	10000	0
37329_37339	installed	37329	37339	0.025600	138	445	0
37332_37333	installed	37332	37333	0.000150	138	10000	0
37338_37634	installed	37338	37634	0.023660	138	445	0
37339_37633	installed	37339	37633	0.023740	138	445	0
37340_37344	installed	37340	37344	0.015800	138	254	0
37341_37344	installed	37341	37344	0.042300	138	260	0
37343_37345	installed	37343	37345	0.025300	138	260	0
37358_37394	installed	37358	37394	0.016280	138	445	0
37359_37395	installed	37359	37395	0.016280	138	445	0
37363_37365	installed	37363	37365	0.047000	138	184	0
37364_37365	installed	37364	37365	0.000150	138	10000	0
37364_37561	installed	37364	37561	0.018090	138	10000	0
37374_37638	installed	37374	37638	0.006280	138	260	0
37375_37639	installed	37375	37639	0.006300	138	260	0
37380_37382	installed	37380	37382	0.012600	138	390	0
37381_37383	installed	37381	37383	0.012300	138	390	0
37384_39362	installed	37384	39362	0.018620	138	260	0
37400_37401	installed	37400	37401	0.035700	69	30	0
37401_37504	installed	37401	37504	0.010800	69	93.5	0
37401_37439	installed	37401	37439	0.017100	69	30	0
37402_36459	installed	37402	36459	0.146700	138	73	0
37402_37505	installed	37402	37505	0.076800	69	105	0
37402_37440	installed	37402	37440	0.029400	69	105	0
37403_37493	installed	37403	37493	0.009600	69	103.7	0
37403_37435	installed	37403	37435	0.032000	69	40	0
37403_37410	installed	37403	37410	0.062200	69	65	0
37404_37495	installed	37404	37495	0.009700	69	103.7	0
37404_37444	installed	37404	37444	0.014800	69	94	0
37404_37436	installed	37404	37436	0.052000	69	39.1	0
37404_37411	installed	37404	37411	0.042200	69	35.9	0
37405_37496	installed	37405	37496	0.009700	69	103.7	0
37405_37443	installed	37405	37443	0.017800	69	39.4	0
37405_37437	installed	37405	37437	0.019600	69	35.2	0
37406_37500	installed	37406	37500	0.019600	69	36.3	0
37407_37501	installed	37407	37501	0.019600	69	36.3	0
37408_37502	installed	37408	37502	0.019100	69	36.3	0
37409_37478	installed	37409	37478	0.004600	69	34.9	0
37409_37442	installed	37409	37442	0.007100	69	71	0
37410_37479	installed	37410	37479	0.002800	69	44.2	0
37412_37442	installed	37412	37442	0.033670	69	64	0
37413_37498	installed	37413	37498	0.076400	69	64	0
37414_37497	installed	37414	37497	0.070900	69	64	0
37420_37466	installed	37420	37466	0.002300	69	66.8	0
37421_37467	installed	37421	37467	0.002700	69	66.8	0
37422_37468	installed	37422	37468	0.003400	69	66.8	0
37423_37469	installed	37423	37469	0.002000	69	66.8	0
37424_37445	installed	37424	37445	0.006500	69	60.3	0
37425_37446	installed	37425	37446	0.009900	69	60.3	0
37426_37458	installed	37426	37458	0.006600	69	60.3	0
37427_37455	installed	37427	37455	0.010300	69	60.3	0
37428_37451	installed	37428	37451	0.000470	69	143	0
37428_37457	installed	37428	37457	0.000470	69	95	0
37428_37446	installed	37428	37446	0.000470	69	133	0
37429_37458	installed	37429	37458	0.000470	69	133	0
37429_37452	installed	37429	37452	0.000470	69	133	0
37429_37450	installed	37429	37450	0.000470	69	133	0
37434_37505	installed	37434	37505	0.061400	69	75	0
37434_37438	installed	37434	37438	0.021600	69	152	0
37438_37504	installed	37438	37504	0.027500	69	152	0
37441_37503	installed	37441	37503	0.069900	69	77.5	0
37442_37494	installed	37442	37494	0.029000	69	111	0
37445_37480	installed	37445	37480	0.010200	69	59.6	0
37445_37460	installed	37445	37460	0.031500	69	119.9	0
37446_37509	installed	37446	37509	0.001800	69	56.2	0
37446_37460	installed	37446	37460	0.031500	69	116.5	0
37449_37461	installed	37449	37461	0.031500	69	56.2	0
37450_37514	installed	37450	37514	0.003300	69	36.5	0
37450_37487	installed	37450	37487	0.004600	69	56.2	0
37450_37461	installed	37450	37461	0.031500	69	112.4	0
37451_37486	installed	37451	37486	0.004900	69	56.2	0
37451_37460	installed	37451	37460	0.031500	69	112.4	0
37451_37454	installed	37451	37454	0.000100	69	60.2	0
37452_37483	installed	37452	37483	0.010200	69	59.6	0
37452_37461	installed	37452	37461	0.031500	69	56.2	0
37453_37482	installed	37453	37482	0.006700	69	60.2	0
37453_37461	installed	37453	37461	0.031500	69	62.2	0
37454_37481	installed	37454	37481	0.006800	69	60.2	0
37454_37460	installed	37454	37460	0.031500	69	62.2	0
37455_37488	installed	37455	37488	0.004700	69	56.2	0
37455_37461	installed	37455	37461	0.031500	69	116.5	0
37456_37485	installed	37456	37485	0.004800	69	56.2	0
37456_37460	installed	37456	37460	0.031500	69	112.4	0
37457_37510	installed	37457	37510	0.002000	69	56.2	0
37457_37460	installed	37457	37460	0.031500	69	116.5	0
37458_37461	installed	37458	37461	0.031500	69	116.4	0
37459_37511	installed	37459	37511	0.001900	69	56.6	0
37459_37461	installed	37459	37461	0.031500	69	56.2	0
37466_37470	installed	37466	37470	0.009800	69	36.4	0
37467_37471	installed	37467	37471	0.011900	69	36.4	0
37468_37473	installed	37468	37473	0.011900	69	36.4	0
37469_37472	installed	37469	37472	0.009800	69	36.4	0
37484_37503	installed	37484	37503	0.063200	69	97	0
37484_37499	installed	37484	37499	0.130100	69	58	0
37493_37497	installed	37493	37497	0.031500	69	103.7	0
37494_37497	installed	37494	37497	0.031500	69	103.7	0
37495_37498	installed	37495	37498	0.031500	69	103.7	0
37496_37498	installed	37496	37498	0.031500	69	103.7	0
37499_37505	installed	37499	37505	0.038000	69	73	0
37503_36088	installed	37503	36088	0.024700	69	111	0
37503_37504	installed	37503	37504	0.000150	69	10000	0
37504_36089	installed	37504	36089	0.020300	69	111	0
37506_37510	installed	37506	37510	0.000800	69	56.2	0
37508_37511	installed	37508	37511	0.000700	69	56.2	0
37509_37512	installed	37509	37512	0.000900	69	36.5	0
37510_37513	installed	37510	37513	0.001900	69	36.5	0
37511_37515	installed	37511	37515	0.001500	69	36.5	0
37518_37578	installed	37518	37578	0.000150	12.5	10000	0
37519_37579	installed	37519	37579	0.000150	12.5	10000	0
37521_37165	installed	37521	37165	0.262000	138	50	0
37526_36002	installed	37526	36002	0.023720	765	10000	0
37527_36002	installed	37527	36002	0.023720	765	10000	0
37529_36001	installed	37529	36001	0.023960	765	10000	0
37530_36001	installed	37530	36001	0.023960	765	10000	0
37535_36003	installed	37535	36003	0.005540	138	10000	0
37540_37546	installed	37540	37546	0.007000	18	10000	0
37586_36089	installed	37586	36089	0.313000	69	111	0
37587_36088	installed	37587	36088	0.308100	69	111	0
37610_37648	installed	37610	37648	0.150000	13.8	10000	0
37611_37648	installed	37611	37648	0.150000	13.8	10000	0
37612_37650	installed	37612	37650	0.150000	13.8	10000	0
37613_37650	installed	37613	37650	0.150000	13.8	10000	0
37614_37618	installed	37614	37618	0.005860	345	10000	0
37614_37617	installed	37614	37617	0.005860	345	10000	0
37615_37626	installed	37615	37626	0.005860	345	10000	0
37615_37619	installed	37615	37619	0.005860	345	10000	0
37622_37628	installed	37622	37628	0.013890	138	10000	0
37622_37627	installed	37622	37627	0.013890	138	10000	0
37623_37635	installed	37623	37635	0.013890	138	10000	0
37623_37629	installed	37623	37629	0.013890	138	10000	0
37624_37642	installed	37624	37642	0.002550	138	261	0
37625_37643	installed	37625	37643	0.002000	138	318	0
37638_37641	installed	37638	37641	0.004170	138	10000	0
37638_37640	installed	37638	37640	0.004170	138	10000	0
37638_37639	installed	37638	37639	0.000150	138	10000	0
37639_37651	installed	37639	37651	0.004170	138	10000	0
37644_37645	installed	37644	37645	0.000100	138	10000	0
37646_37650	installed	37646	37650	0.006670	345	10000	0
37646_37648	installed	37646	37648	0.006670	345	10000	0
37649_37665	installed	37649	37665	0.018835	345	10000	0
37649_37664	installed	37649	37664	0.018835	345	10000	0
37649_37663	installed	37649	37663	0.018835	345	10000	0
37649_37654	installed	37649	37654	0.018835	345	10000	0
37649_37653	installed	37649	37653	0.018835	345	10000	0
37649_37652	installed	37649	37652	0.018835	345	10000	0
37655_37617	installed	37655	37617	0.062160	18	10000	0
37656_37617	installed	37656	37617	0.062160	13.8	10000	0
37657_37618	installed	37657	37618	0.062160	18	10000	0
37658_37618	installed	37658	37618	0.062160	13.8	10000	0
37659_37619	installed	37659	37619	0.062160	18	10000	0
37660_37619	installed	37660	37619	0.062160	13.8	10000	0
37661_37626	installed	37661	37626	0.062160	18	10000	0
37662_37626	installed	37662	37626	0.062160	13.8	10000	0
37673_37627	installed	37673	37627	0.236110	13.8	10000	0
37674_37627	installed	37674	37627	0.236110	13.8	10000	0
37675_37628	installed	37675	37628	0.236110	13.8	10000	0
37676_37628	installed	37676	37628	0.236110	13.8	10000	0
37677_37635	installed	37677	37635	0.236110	13.8	10000	0
37678_37635	installed	37678	37635	0.236110	13.8	10000	0
37679_37629	installed	37679	37629	0.236110	13.8	10000	0
37680_37629	installed	37680	37629	0.236110	13.8	10000	0
37681_37640	installed	37681	37640	0.162500	13.8	10000	0
37682_37640	installed	37682	37640	0.162500	13.8	10000	0
37683_37641	installed	37683	37641	0.162500	13.8	10000	0
37684_37641	installed	37684	37641	0.162500	13.8	10000	0
37685_37651	installed	37685	37651	0.162500	13.8	10000	0
37686_37651	installed	37686	37651	0.162500	13.8	10000	0
37687_37652	installed	37687	37652	0.192755	13.8	10000	0
37688_37652	installed	37688	37652	0.192755	13.8	10000	0
37689_37653	installed	37689	37653	0.192755	13.8	10000	0
37690_37653	installed	37690	37653	0.192755	13.8	10000	0
37691_37654	installed	37691	37654	0.192755	13.8	10000	0
37692_37654	installed	37692	37654	0.192755	13.8	10000	0
37693_37663	installed	37693	37663	0.192755	13.8	10000	0
37694_37663	installed	37694	37663	0.192755	13.8	10000	0
37695_37664	installed	37695	37664	0.192755	13.8	10000	0
37696_37664	installed	37696	37664	0.192755	13.8	10000	0
37697_37665	installed	37697	37665	0.192755	13.8	10000	0
37698_37665	installed	37698	37665	0.192755	13.8	10000	0
37700_36362	installed	37700	36362	0.000640	345	10000	0
38849_39362	installed	38849	39362	0.045656	345	10000	0
38849_39329	installed	38849	39329	0.100215	345	10000	0
38849_39247	installed	38849	39247	0.018456	345	10000	0
38849_39119	installed	38849	39119	0.726369	345	10000	0
38849_39058	installed	38849	39058	0.698057	345	10000	0
39058_39329	installed	39058	39329	0.698461	345	10000	0
39058_39247	installed	39058	39247	0.712767	345	10000	0
39119_39329	installed	39119	39329	0.084100	345	10000	0
39119_39247	installed	39119	39247	0.235946	345	10000	0
39247_39362	installed	39247	39362	0.835832	345	10000	0
39247_39329	installed	39247	39329	0.008950	345	10000	0
39329_64405	installed	39329	64405	0.876262	345	10000	0
64400_64411	installed	64400	64411	0.538440	345	10000	0
64400_64405	installed	64400	64405	0.056370	345	10000	0
64405_64411	installed	64405	64411	0.286382	345	10000	0
18037_33391	installed	18037	33391	0.007411	161	1005	0
30044_30045	installed	30044	30045	0.000999	138	10382	0
30045_30046	installed	30045	30046	0.000999	138	10382	0
30695_30859	installed	30695	30859	0.009200	69	127	0
30886_31230	installed	30886	31230	0.014907	345	11374	0
31010_31626	installed	31010	31626	0.011046	138	10191	0
31181_31180	installed	31181	31180	0.133420	138	100	0
31281_31283	installed	31281	31283	0.017071	138	10187	0
31330_31331	installed	31330	31331	0.013550	345	900	0
31747_31755	installed	31747	31755	0.017829	345	10478	0
32352_32351	installed	32352	32351	0.013329	345	896	0
32352_32353	installed	32352	32353	0.006203	138	1059.8	0
32415_64411	installed	32415	64411	0.019659	161	200	0
32606_32418	installed	32606	32418	0.072694	138	165	0
32620_32402	installed	32620	32402	0.030356	138	354.6	0
32626_32366	installed	32626	32366	0.068821	138	251.9	0
32653_32296	installed	32653	32296	0.191695	138	95	0
32667_32320	installed	32667	32320	0.144449	138	131	0
32670_32328	installed	32670	32328	0.237499	138	71	0
33002_33139	installed	33002	33139	0.020765	138	350	0
33023_33144	installed	33023	33144	0.030590	138	280	0
33137_33141	installed	33137	33141	0.015477	138	641	0
33141_33162	installed	33141	33162	0.011612	345	1454	0
33301_33303	installed	33301	33303	0.001100	69	276	0
33382_33351	installed	33382	33351	0.056124	161	162.4	0
33391_30830	installed	33391	30830	0.012121	230	589	0
36274_37522	installed	36274	37522	0.006005	345	20000	0
36275_37523	installed	36275	37523	0.005989	345	20000	0
36280_37524	installed	36280	37524	0.006172	345	20000	0
36281_37525	installed	36281	37525	0.005990	345	20000	0
36346_37547	installed	36346	37547	0.006144	345	20000	0
36347_37548	installed	36347	37548	0.006096	345	20000	0
36420_37562	installed	36420	37562	0.008497	345	20000	0
36421_37563	installed	36421	37563	0.008365	345	20000	0
36625_36649	installed	36625	36649	0.000824	138	151.5	0
36626_36978	installed	36626	36978	0.000824	138	163	0
36627_36979	installed	36627	36979	0.000850	138	163	0
36671_36673	installed	36671	36673	0.026300	138	10000	0
36676_36678	installed	36676	36678	0.026800	138	10000	0
36718_36720	installed	36718	36720	0.000100	138	10000	0
36719_36721	installed	36719	36721	0.000099	138	20000	0
36736_36740	installed	36736	36740	0.013100	138	10000	0
36737_36741	installed	36737	36741	0.013100	138	10000	0
36856_37174	installed	36856	37174	0.000874	138	148	0
36857_37175	installed	36857	37175	0.000874	138	148	0
36866_37460	installed	36866	37460	0.037534	138	614	0
36867_37461	installed	36867	37461	0.036980	138	601	0
37070_37074	installed	37070	37074	0.025050	138	10000	0
37071_37075	installed	37071	37075	0.026250	138	10000	0
37142_37258	installed	37142	37258	0.013100	138	10000	0
37143_37259	installed	37143	37259	0.013100	138	10000	0
37158_37164	installed	37158	37164	0.025200	138	10000	0
37262_37553	installed	37262	37553	0.047162	138	20000	0
37300_37364	installed	37300	37364	0.000300	138	260	0
37364_37560	installed	37364	37560	0.034070	138	20000	0
37365_37558	installed	37365	37558	0.051177	138	20000	0
37365_37559	installed	37365	37559	0.047850	138	20000	0
37365_37560	installed	37365	37560	0.034070	138	20000	0
37434_37520	installed	37434	37520	0.170021	69	150	0
37616_64400	installed	37616	64400	0.000075	345	4000	0
39058_39119	installed	39058	39119	0.019175	345	11098	0
